Column,x
73780,Parent Department
73781,Organisation
73782,Unit
73783,Contact Phone
73784,Contact E-mail
73785,Reports to Senior Post
73786,Salary Cost of Reports (£)
73787,FTE
73788,Actual Pay Floor (£)
73789,Actual Pay Ceiling (£)
73790,V16
73791,Professional/Occupational Group
73792,Notes
73793,Valid?
73794,Parent Department
73795,Organisation
73796,Unit
73797,Reporting Senior Post
73798,Grade
73799,Payscale Minimum (£)
73800,Payscale Maximum (£)
73801,Generic Job Title
73802,Number of Posts in FTE
73803,Professional/Occupational Group
73804,Post Unique Reference
73805,Name
73806,Grade (or equivalent)
73807,Job Title
73808,Job/Team Function
73809,Parent Department
73810,Organisation
73811,Unit
73812,Contact Phone
73813,Contact E-mail
73814,Reports to Senior Post
73815,Salary Cost of Reports (£)
73816,FTE
73817,Actual Pay Floor (£)
73818,Actual Pay Ceiling (£)
73819,V16
73820,Professional/Occupational Group
73821,Notes
73822,Valid?
73823,Parent Department
73824,Organisation
73825,Unit
73826,Reporting Senior Post
73827,Grade
73828,Payscale Minimum (£)
73829,Payscale Maximum (£)
73830,Generic Job Title
73831,Number of Posts in FTE
73832,Professional/Occupational Group
73833,Body
73834,Body Name
73835,Date
73836,Transaction Number
73837,Invoice Number
73838,Amount
73839,Supplier Name
73840,Supplier ID
73841,VAT Registration Number
73842,Expense Area
73843,Expense Type
73844,Expense Code
73845,BVACOP
73846,Proclass
73847,Extended Description
73848,SOURCE
73849,SUBSOURCE
73850,Definition
73851,Explanation
73852,Body
73853,Body Name
73854,Date
73855,Transaction Number
73856,Invoice Number
73857,Amount
73858,Supplier Name
73859,Supplier ID
73860,VAT Registration Number
73861,Expense Area
73862,Expense Type
73863,Expense Code
73864,BVACOP
73865,Proclass
73866,Extended Description
73867,SOURCE
73868,SUBSOURCE
73869,Definition
73870,Explanation
73871,Body
73872,Body Name
73873,Date
73874,Transaction Number
73875,Invoice Number
73876,Amount
73877,Supplier Name
73878,Supplier ID
73879,VAT Registration Number
73880,Expense Area
73881,Expense Type
73882,Expense Code
73883,BVACOP
73884,Proclass
73885,Extended Description
73886,SOURCE
73887,SUBSOURCE
73888,Definition
73889,Explanation
73890,Body
73891,Body Name
73892,Date
73893,Transaction Number
73894,Invoice Number
73895,Amount
73896,Supplier Name
73897,Supplier ID
73898,VAT Registration Number
73899,Expense Area
73900,Expense Type
73901,Expense Code
73902,BVACOP
73903,Proclass
73904,Extended Description
73905,SOURCE
73906,SUBSOURCE
73907,Definition
73908,Explanation
73909,Body
73910,Body Name
73911,Date
73912,Transaction Number
73913,Invoice Number
73914,Amount
73915,Supplier Name
73916,Supplier ID
73917,VAT Registration Number
73918,Expense Area
73919,Expense Type
73920,Expense Code
73921,BVACOP
73922,Proclass
73923,Extended Description
73924,SOURCE
73925,SUBSOURCE
73926,Definition
73927,Explanation
73928,Body
73929,Body Name
73930,Date
73931,Transaction Number
73932,Invoice Number
73933,Amount
73934,Supplier Name
73935,Supplier ID
73936,VAT Registration Number
73937,Expense Area
73938,Expense Type
73939,Expense Code
73940,BVACOP
73941,Proclass
73942,Extended Description
73943,SOURCE
73944,SUBSOURCE
73945,Definition
73946,Explanation
73947,Body
73948,Body Name
73949,Date
73950,Transaction Number
73951,Invoice Number
73952,Amount
73953,Supplier Name
73954,Supplier ID
73955,VAT Registration Number
73956,Expense Area
73957,Expense Type
73958,Expense Code
73959,BVACOP
73960,Proclass
73961,Extended Description
73962,SOURCE
73963,SUBSOURCE
73964,Definition
73965,Explanation
73966,Body
73967,Body Name
73968,Date
73969,Transaction Number
73970,Invoice Number
73971,Amount
73972,Supplier Name
73973,Supplier ID
73974,VAT Registration Number
73975,Expense Area
73976,Expense Type
73977,Expense Code
73978,BVACOP
73979,Proclass
73980,Extended Description
73981,SOURCE
73982,SUBSOURCE
73983,Definition
73984,Explanation
73985,Body
73986,Body Name
73987,Date
73988,Transaction Number
73989,Invoice Number
73990,Amount
73991,Supplier Name
73992,Supplier ID
73993,VAT Registration Number
73994,Expense Area
73995,Expense Type
73996,Expense Code
73997,BVACOP
73998,Proclass
73999,Extended Description
74000,SOURCE
74001,SUBSOURCE
74002,Definition
74003,Explanation
74004,Body
74005,Body Name
74006,Date
74007,Transaction Number
74008,Invoice Number
74009,Amount
74010,Supplier Name
74011,Supplier ID
74012,VAT Registration Number
74013,Expense Area
74014,Expense Type
74015,Expense Code
74016,BVACOP
74017,Proclass
74018,Extended Description
74019,SOURCE
74020,SUBSOURCE
74021,Definition
74022,Explanation
74023,Body
74024,Body Name
74025,Date
74026,Transaction Number
74027,Invoice Number
74028,Amount
74029,Supplier Name
74030,Supplier ID
74031,VAT Registration Number
74032,Expense Area
74033,Expense Type
74034,Expense Code
74035,BVACOP
74036,Proclass
74037,Extended Description
74038,SOURCE
74039,SUBSOURCE
74040,Definition
74041,Explanation
74042,Body
74043,Body Name
74044,Date
74045,Transaction Number
74046,Invoice Number
74047,Amount
74048,Supplier Name
74049,Supplier ID
74050,VAT Registration Number
74051,Expense Area
74052,Expense Type
74053,Expense Code
74054,BVACOP
74055,Proclass
74056,Extended Description
74057,SOURCE
74058,SUBSOURCE
74059,Definition
74060,Explanation
74061,Body
74062,Body Name
74063,Date
74064,Transaction Number
74065,Invoice Number
74066,Amount
74067,Supplier Name
74068,Supplier ID
74069,VAT Registration Number
74070,Expense Area
74071,Expense Type
74072,Expense Code
74073,BVACOP
74074,Proclass
74075,Extended Description
74076,SOURCE
74077,SUBSOURCE
74078,Definition
74079,Explanation
74080,Body
74081,Body Name
74082,Date
74083,Transaction Number
74084,Invoice Number
74085,Amount
74086,Supplier Name
74087,Supplier ID
74088,VAT Registration Number
74089,Expense Area
74090,Expense Type
74091,Expense Code
74092,BVACOP
74093,Proclass
74094,Extended Description
74095,SOURCE
74096,SUBSOURCE
74097,Definition
74098,Explanation
74099,Body
74100,Body Name
74101,Date
74102,Transaction Number
74103,Invoice Number
74104,Amount
74105,Supplier Name
74106,Supplier ID
74107,VAT Registration Number
74108,Expense Area
74109,Expense Type
74110,Expense Code
74111,BVACOP
74112,Proclass
74113,Extended Description
74114,SOURCE
74115,SUBSOURCE
74116,Definition
74117,Explanation
74118,Body
74119,Body Name
74120,Date
74121,Transaction Number
74122,Invoice Number
74123,Amount
74124,Supplier Name
74125,Supplier ID
74126,VAT Registration Number
74127,Expense Area
74128,Expense Type
74129,Expense Code
74130,BVACOP
74131,Proclass
74132,Extended Description
74133,SOURCE
74134,SUBSOURCE
74135,Definition
74136,Explanation
74137,Body
74138,Body Name
74139,Date
74140,Transaction Number
74141,Invoice Number
74142,Amount
74143,Supplier Name
74144,Supplier ID
74145,VAT Registration Number
74146,Expense Area
74147,Expense Type
74148,Expense Code
74149,BVACOP
74150,Proclass
74151,Extended Description
74152,SOURCE
74153,SUBSOURCE
74154,Definition
74155,Explanation
74156,Body
74157,Body Name
74158,Date
74159,Transaction Number
74160,Invoice Number
74161,Amount
74162,Supplier Name
74163,Supplier ID
74164,VAT Registration Number
74165,Expense Area
74166,Expense Type
74167,Expense Code
74168,BVACOP
74169,Proclass
74170,Extended Description
74171,SOURCE
74172,SUBSOURCE
74173,Definition
74174,Explanation
74175,Body
74176,Body Name
74177,Date
74178,Transaction Number
74179,Invoice Number
74180,Amount
74181,Supplier Name
74182,Supplier ID
74183,VAT Registration Number
74184,Expense Area
74185,Expense Type
74186,Expense Code
74187,BVACOP
74188,Proclass
74189,Extended Description
74190,SOURCE
74191,SUBSOURCE
74192,Definition
74193,Explanation
74194,Body
74195,Body Name
74196,Date
74197,Transaction Number
74198,Invoice Number
74199,Amount
74200,Supplier Name
74201,Supplier ID
74202,VAT Registration Number
74203,Expense Area
74204,Expense Type
74205,Expense Code
74206,BVACOP
74207,Proclass
74208,Extended Description
74209,SOURCE
74210,SUBSOURCE
74211,Definition
74212,Explanation
74213,Body
74214,Body Name
74215,Date
74216,Transaction Number
74217,Invoice Number
74218,Amount
74219,Supplier Name
74220,Supplier ID
74221,VAT Registration Number
74222,Expense Area
74223,Expense Type
74224,Expense Code
74225,BVACOP
74226,Proclass
74227,Extended Description
74228,SOURCE
74229,SUBSOURCE
74230,Definition
74231,Explanation
74232,Body
74233,Body Name
74234,Date
74235,Transaction Number
74236,Invoice Number
74237,Amount
74238,Supplier Name
74239,Supplier ID
74240,VAT Registration Number
74241,Expense Area
74242,Expense Type
74243,Expense Code
74244,BVACOP
74245,Proclass
74246,Extended Description
74247,SOURCE
74248,SUBSOURCE
74249,Definition
74250,Explanation
74251,Body
74252,Body Name
74253,Date
74254,Transaction Number
74255,Invoice Number
74256,Amount
74257,Supplier Name
74258,Supplier ID
74259,VAT Registration Number
74260,Expense Area
74261,Expense Type
74262,Expense Code
74263,BVACOP
74264,Proclass
74265,Extended Description
74266,SOURCE
74267,SUBSOURCE
74268,Definition
74269,Explanation
74270,Body
74271,Body Name
74272,Date
74273,Transaction Number
74274,Invoice Number
74275,Amount
74276,Supplier Name
74277,Supplier ID
74278,VAT Registration Number
74279,Expense Area
74280,Expense Type
74281,Expense Code
74282,BVACOP
74283,Proclass
74284,Extended Description
74285,SOURCE
74286,SUBSOURCE
74287,Definition
74288,Explanation
74289,Body
74290,Body Name
74291,Date
74292,Transaction Number
74293,Invoice Number
74294,Amount
74295,Supplier Name
74296,Supplier ID
74297,VAT Registration Number
74298,Expense Area
74299,Expense Type
74300,Expense Code
74301,BVACOP
74302,Proclass
74303,Extended Description
74304,SOURCE
74305,SUBSOURCE
74306,Definition
74307,Explanation
74308,Body
74309,Body Name
74310,Date
74311,Transaction Number
74312,Invoice Number
74313,Amount
74314,Supplier Name
74315,Supplier ID
74316,VAT Registration Number
74317,Expense Area
74318,Expense Type
74319,Expense Code
74320,BVACOP
74321,Proclass
74322,Extended Description
74323,SOURCE
74324,SUBSOURCE
74325,Definition
74326,Explanation
74327,Body
74328,Body Name
74329,Date
74330,Transaction Number
74331,Invoice Number
74332,Amount
74333,Supplier Name
74334,Supplier ID
74335,VAT Registration Number
74336,Expense Area
74337,Expense Type
74338,Expense Code
74339,BVACOP
74340,Proclass
74341,Extended Description
74342,SOURCE
74343,SUBSOURCE
74344,Definition
74345,Explanation
74346,Body
74347,Body Name
74348,Date
74349,Transaction Number
74350,Invoice Number
74351,Amount
74352,Supplier Name
74353,Supplier ID
74354,VAT Registration Number
74355,Expense Area
74356,Expense Type
74357,Expense Code
74358,BVACOP
74359,Proclass
74360,Extended Description
74361,SOURCE
74362,SUBSOURCE
74363,Definition
74364,Explanation
74365,Body
74366,Body Name
74367,Date
74368,Transaction Number
74369,Invoice Number
74370,Amount
74371,Supplier Name
74372,Supplier ID
74373,VAT Registration Number
74374,Expense Area
74375,Expense Type
74376,Expense Code
74377,BVACOP
74378,Proclass
74379,Extended Description
74380,SOURCE
74381,SUBSOURCE
74382,Definition
74383,Explanation
74384,Body
74385,Body Name
74386,Date
74387,Transaction Number
74388,Invoice Number
74389,Amount
74390,Supplier Name
74391,Supplier ID
74392,VAT Registration Number
74393,Expense Area
74394,Expense Type
74395,Expense Code
74396,BVACOP
74397,Proclass
74398,Extended Description
74399,SOURCE
74400,SUBSOURCE
74401,Definition
74402,Explanation
74403,Body
74404,Body Name
74405,Date
74406,Transaction Number
74407,Invoice Number
74408,Amount
74409,Supplier Name
74410,Supplier ID
74411,VAT Registration Number
74412,Expense Area
74413,Expense Type
74414,Expense Code
74415,BVACOP
74416,Proclass
74417,Extended Description
74418,SOURCE
74419,SUBSOURCE
74420,Definition
74421,Explanation
74422,Body
74423,Body Name
74424,Date
74425,Transaction Number
74426,Invoice Number
74427,Amount
74428,Supplier Name
74429,Supplier ID
74430,VAT Registration Number
74431,Expense Area
74432,Expense Type
74433,Expense Code
74434,BVACOP
74435,Proclass
74436,Extended Description
74437,SOURCE
74438,SUBSOURCE
74439,Definition
74440,Explanation
74441,Body
74442,Body Name
74443,Date
74444,Transaction Number
74445,Invoice Number
74446,Amount
74447,Supplier Name
74448,Supplier ID
74449,VAT Registration Number
74450,Expense Area
74451,Expense Type
74452,Expense Code
74453,BVACOP
74454,Proclass
74455,Extended Description
74456,SOURCE
74457,SUBSOURCE
74458,Definition
74459,Explanation
74460,Body
74461,Body Name
74462,Date
74463,Transaction Number
74464,Invoice Number
74465,Amount
74466,Supplier Name
74467,Supplier ID
74468,VAT Registration Number
74469,Expense Area
74470,Expense Type
74471,Expense Code
74472,BVACOP
74473,Proclass
74474,Extended Description
74475,SOURCE
74476,SUBSOURCE
74477,Definition
74478,Explanation
74479,Body
74480,Body Name
74481,Date
74482,Transaction Number
74483,Invoice Number
74484,Amount
74485,Supplier Name
74486,Supplier ID
74487,VAT Registration Number
74488,Expense Area
74489,Expense Type
74490,Expense Code
74491,BVACOP
74492,Proclass
74493,Extended Description
74494,SOURCE
74495,SUBSOURCE
74496,Definition
74497,Explanation
74498,Body
74499,Body Name
74500,Date
74501,Transaction Number
74502,Invoice Number
74503,Amount
74504,Supplier Name
74505,Supplier ID
74506,VAT Registration Number
74507,Expense Area
74508,Expense Type
74509,Expense Code
74510,BVACOP
74511,Proclass
74512,Extended Description
74513,SOURCE
74514,SUBSOURCE
74515,Definition
74516,Explanation
74517,Department Family
74518,Entity
74519,Date
74520,Expense Type
74521,Expense Area
74522,Supplier
74523,Transaction Number
74524,Amount
74525,Department Family
74526,Entity
74527,Date
74528,Expense Type
74529,Expense Area
74530,Supplier
74531,Transaction Number
74532,Amount
74533,Department Family
74534,Entity
74535,Date
74536,Expense Type
74537,Expense Area
74538,Supplier
74539,Transaction Number
74540,Amount
74541,Department Family
74542,Entity
74543,Date
74544,Expense Type
74545,Expense Area
74546,Supplier
74547,Transaction Number
74548,Amount
74549,Department Family
74550,Entity
74551,Date
74552,Expense Type
74553,Expense Area
74554,Supplier
74555,Transaction Number
74556,Amount
74557,Department Family
74558,Entity
74559,Date
74560,Expense Type
74561,Expense Area
74562,Supplier
74563,Transaction Number
74564,Amount
74565,Department Family
74566,Entity
74567,Date
74568,Expense Type
74569,Expense Area
74570,Supplier
74571,Transaction Number
74572,Amount
74573,Department Family
74574,Entity
74575,Date
74576,Expense Type
74577,Expense Area
74578,Supplier
74579,Transaction Number
74580,Amount
74581,Department Family
74582,Entity
74583,Date
74584,Expense Type
74585,Expense Area
74586,Supplier
74587,Transaction Number
74588,Amount
74589,Department Family
74590,Entity
74591,Date
74592,Expense Type
74593,Expense Area
74594,Supplier
74595,Transaction Number
74596,Amount
74597,Department Family
74598,Entity
74599,Date
74600,Expense Type
74601,Expense Area
74602,Supplier
74603,Transaction Number
74604,Amount
74605,Department Family
74606,Entity
74607,Date
74608,Expense Type
74609,Expense Area
74610,Supplier
74611,Transaction Number
74612,Amount
74613,Department Family
74614,Entity
74615,Date
74616,Expense Type
74617,Expense Area
74618,Supplier
74619,Transaction Number
74620,Amount
74621,Description
74622,Supplier Postcode
74623,Supplier Type
74624,Contract Number
74625,Project Code
74626,Expenditure Type
74627,Department Family
74628,Entity
74629,Date
74630,Expense Type
74631,Expense Area
74632,Supplier
74633,Transaction Number
74634,Amount
74635,Description
74636,Supplier Postcode
74637,Supplier Type
74638,Contract Number
74639,Project Code
74640,Expenditure Type
74641,Department Family
74642,Entity
74643,Date
74644,Expense Type
74645,Expense Area
74646,Supplier
74647,Transaction Number
74648,Amount
74649,Description
74650,Supplier Postcode
74651,Supplier Type
74652,Contract Number
74653,Project Code
74654,Expenditure Type
74655,Department Family
74656,Entity
74657,Date
74658,Expense Type
74659,Expense Area
74660,Supplier
74661,Transaction Number
74662,Amount
74663,Description
74664,Supplier Postcode
74665,Supplier Type
74666,Contract Number
74667,Project Code
74668,Expenditure Type
74669,Department Family
74670,Entity
74671,Date
74672,Expense Type
74673,Expense Area
74674,Supplier
74675,Transaction Number
74676,Amount
74677,Description
74678,Supplier Postcode
74679,Supplier Type
74680,Contract Number
74681,Project Code
74682,Expenditure Type
74683,Department Family
74684,Entity
74685,Date
74686,Expense Type
74687,Expense Area
74688,Supplier
74689,Transaction Number
74690,Amount
74691,Description
74692,Supplier Postcode
74693,Supplier Type
74694,Contract Number
74695,Project Code
74696,Expenditure Type
74697,Department Family
74698,Entity
74699,Date
74700,Expense Type
74701,Expense Area
74702,Supplier
74703,Transaction Number
74704,Amount
74705,Description
74706,Supplier Postcode
74707,Supplier Type
74708,Contract Number
74709,Project Code
74710,Expenditure Type
74711,Department Family
74712,Entity
74713,Date
74714,Expense Type
74715,Expense Area
74716,Supplier
74717,Transaction Number
74718,Amount
74719,Description
74720,Supplier Postcode
74721,Supplier Type
74722,Contract Number
74723,Project Code
74724,Expenditure Type
74725,Department Family
74726,Entity
74727,Date
74728,Expense Type
74729,Expense Area
74730,Supplier
74731,Transaction Number
74732,Amount
74733,Description
74734,Supplier Postcode
74735,Supplier Type
74736,Contract Number
74737,Project Code
74738,Expenditure Type
74739,Department Family
74740,Entity
74741,Date
74742,Expense Type
74743,Expense Area
74744,Supplier
74745,Transaction Number
74746,Amount
74747,Description
74748,Supplier Postcode
74749,Supplier Type
74750,Contract Number
74751,Project Code
74752,Expenditure Type
74753,Department Family
74754,Entity
74755,Date
74756,Expense Type
74757,Expense Area
74758,Supplier
74759,Transaction Number
74760,Amount
74761,Description
74762,Supplier Postcode
74763,Supplier Type
74764,Contract Number
74765,Project Code
74766,Expenditure Type
74767,Department Family
74768,Entity
74769,Date
74770,Expense Type
74771,Expense Area
74772,Supplier
74773,Transaction Number
74774,Amount
74775,Description
74776,Supplier Postcode
74777,Supplier Type
74778,Contract Number
74779,Project Code
74780,Expenditure Type
74781,Department Family
74782,Entity
74783,Date
74784,Expense Type
74785,Expense Area
74786,Supplier
74787,Transaction Number
74788,Amount
74789,Description
74790,Supplier Postcode
74791,Supplier Type
74792,Contract Number
74793,Project Code
74794,Expenditure Type
74795,Department Family
74796,Entity
74797,Date
74798,Expense Type
74799,Expense Area
74800,Supplier
74801,Transaction Number
74802,invoice number - delete
74803,Amount
74804,Description
74805,Supplier Postcode
74806,Supplier Type
74807,Contract Number
74808,Project Code
74809,Expenditure Type
74810,Department Family
74811,Entity
74812,Date
74813,Expense Type
74814,Expense Area
74815,Supplier
74816,Transaction Number
74817,Amount
74818,Description
74819,Supplier Postcode
74820,Supplier Type
74821,Contract Number
74822,Project Code
74823,Expenditure Type
74824,Department Family
74825,Entity
74826,Date
74827,Expense Type
74828,Expense Area
74829,Supplier
74830,Transaction Number
74831,Amount
74832,Description
74833,Supplier Postcode
74834,Supplier Type
74835,Contract Number
74836,Project Code
74837,Expenditure Type
74838,Department Family
74839,Entity
74840,Date
74841,Expense Type
74842,Expense Area
74843,Supplier
74844,Transaction Number
74845,Amount
74846,Description
74847,Supplier Postcode
74848,Supplier Type
74849,Contract Number
74850,Project Code
74851,Expenditure Type
74852,Department Family
74853,Entity
74854,Date
74855,Expense Type
74856,Expense Area
74857,Supplier
74858,Transaction Number
74859,Amount
74860,Description
74861,Supplier Postcode
74862,Supplier Type
74863,Contract Number
74864,Project Code
74865,Expenditure Type
74866,Department Family
74867,Entity
74868,Date
74869,Expense Type
74870,Expense Area
74871,Supplier
74872,Transaction Number
74873,Amount
74874,Description
74875,Supplier Postcode
74876,Supplier Type
74877,Contract Number
74878,Project Code
74879,Expenditure Type
74880,Transaction Date
74881,Merchant Name
74882,Total
74883,Department Family
74884,Entity
74885,Date
74886,Expense Type
74887,Expense Area
74888,Supplier
74889,Transaction Number
74890,Amount
74891,Description
74892,Supplier Postcode
74893,Supplier Type
74894,Contract Number
74895,Project Code
74896,Expenditure Type
74897,Department Family
74898,Entity
74899,Date
74900,Expense Type
74901,Expense Area
74902,Supplier
74903,Transaction Number
74904,Amount
74905,Description
74906,Supplier Postcode
74907,Supplier Type
74908,Contract Number
74909,Project Code
74910,Expenditure Type
74911,Department Family
74912,Entity
74913,Date
74914,Expense Type
74915,Expense Area
74916,Supplier
74917,Transaction Number
74918,Amount
74919,Description
74920,Supplier Postcode
74921,Supplier Type
74922,Contract Number
74923,Project Code
74924,Expenditure Type
74925,Department Family
74926,Entity
74927,Date
74928,Expense Type
74929,Expense Area
74930,Supplier
74931,Transaction Number
74932,Amount
74933,Description
74934,Supplier Postcode
74935,Supplier Type
74936,Contract Number
74937,Project Code
74938,Expenditure Type
74939,Department Family
74940,Entity
74941,Date
74942,Expense Type
74943,Expense Area
74944,Supplier
74945,Transaction Number
74946,Amount
74947,Description
74948,Supplier Postcode
74949,Supplier Type
74950,Contract Number
74951,Project Code
74952,Expenditure Type
74953,Department Family
74954,Entity
74955,Date
74956,Expense Type
74957,Expense Area
74958,Supplier
74959,Transaction Number
74960,Amount
74961,Description
74962,Supplier Postcode
74963,Supplier Type
74964,Contract Number
74965,Project Code
74966,Expenditure Type
74967,Department Family
74968,Entity
74969,Date
74970,Expense Type
74971,Expense Area
74972,Supplier
74973,Transaction Number
74974,Amount
74975,Description
74976,Supplier Postcode
74977,Supplier Type
74978,Contract Number
74979,Project Code
74980,Expenditure Type
74981,APPLICANT_NAME
74982,PRESS_SUMMARY
74983,CURRENT_AWARD
74984,APPLICANT_START_DATE
74985,CHARITABLE_STATUS
74986,ORGANISATION_TYPE
74987,CHARITY_NUMBER
74988,COMPANY_NUMBER
74989,DECISION_DATE
74990,ANNOUNCEMENT_DATE
74991,PROGRAMME_NAME
74992,FUNDER_NAME
74993,LA_AREA
74994,LA_AREA_CODE
74995,Region
74996,REGION_CODE
74997,CONSTITUENCY
74998,CONSTITUENCY_CODE
74999,APPLICANT_NAME
75000,PRESS_SUMMARY
75001,CURRENT_AWARD
75002,APPLICANT_START_DATE
75003,CHARITABLE_STATUS
75004,ORGANISATION_TYPE
75005,CHARITY_NUMBER
75006,COMPANY_NUMBER
75007,DECISION_DATE
75008,ANNOUNCEMENT_DATE
75009,PROGRAMME_NAME
75010,FUNDER_NAME
75011,LA_AREA
75012,LA_AREA_CODE
75013,Region
75014,REGION_CODE
75015,CONSTITUENCY
75016,CONSTITUENCY_CODE
75017,APPLICANT_NAME
75018,PRESS_SUMMARY
75019,CURRENT_AWARD
75020,APPLICANT_START_DATE
75021,CHARITABLE_STATUS
75022,ORGANISATION_TYPE
75023,CHARITY_NUMBER
75024,COMPANY_NUMBER
75025,DECISION_DATE
75026,ANNOUNCEMENT_DATE
75027,PROGRAMME_NAME
75028,FUNDER_NAME
75029,LA_AREA
75030,LA_AREA_CODE
75031,Region
75032,REGION_CODE
75033,CONSTITUENCY
75034,CONSTITUENCY_CODE
75035,APPLICANT_NAME
75036,PRESS_SUMMARY
75037,CURRENT_AWARD
75038,APPLICANT_START_DATE
75039,CHARITABLE_STATUS
75040,ORGANISATION_TYPE
75041,CHARITY_NUMBER
75042,COMPANY_NUMBER
75043,DECISION_DATE
75044,ANNOUNCEMENT_DATE
75045,PROGRAMME_NAME
75046,FUNDER_NAME
75047,LA_AREA
75048,LA_AREA_CODE
75049,Region
75050,REGION_CODE
75051,CONSTITUENCY
75052,CONSTITUENCY_CODE
75053,APPLICANT_NAME
75054,PRESS_SUMMARY
75055,CURRENT_AWARD
75056,APPLICANT_START_DATE
75057,CHARITABLE_STATUS
75058,ORGANISATION_TYPE
75059,CHARITY_NUMBER
75060,COMPANY_NUMBER
75061,DECISION_DATE
75062,ANNOUNCEMENT_DATE
75063,PROGRAMME_NAME
75064,FUNDER_NAME
75065,LA_AREA
75066,LA_AREA_CODE
75067,Region
75068,REGION_CODE
75069,CONSTITUENCY
75070,CONSTITUENCY_CODE
75071,APPLICANT_NAME
75072,PRESS_SUMMARY
75073,CURRENT_AWARD
75074,APPLICANT_START_DATE
75075,CHARITABLE_STATUS
75076,ORGANISATION_TYPE
75077,CHARITY_NUMBER
75078,COMPANY_NUMBER
75079,DECISION_DATE
75080,ANNOUNCEMENT_DATE
75081,PROGRAMME_NAME
75082,FUNDER_NAME
75083,LA_AREA
75084,LA_AREA_CODE
75085,Region
75086,REGION_CODE
75087,CONSTITUENCY
75088,CONSTITUENCY_CODE
75089,APPLICANT_NAME
75090,PRESS_SUMMARY
75091,CURRENT_AWARD
75092,APPLICANT_START_DATE
75093,CHARITABLE_STATUS
75094,ORGANISATION_TYPE
75095,CHARITY_NUMBER
75096,COMPANY_NUMBER
75097,DECISION_DATE
75098,ANNOUNCEMENT_DATE
75099,PROGRAMME_NAME
75100,FUNDER_NAME
75101,LA_AREA
75102,LA_AREA_CODE
75103,Region
75104,REGION_CODE
75105,CONSTITUENCY
75106,CONSTITUENCY_CODE
75107,APPLICANT_NAME
75108,PRESS_SUMMARY
75109,CURRENT_AWARD
75110,APPLICANT_START_DATE
75111,CHARITABLE_STATUS
75112,ORGANISATION_TYPE
75113,CHARITY_NUMBER
75114,COMPANY_NUMBER
75115,DECISION_DATE
75116,ANNOUNCEMENT_DATE
75117,PROGRAMME_NAME
75118,FUNDER_NAME
75119,LA_AREA
75120,LA_AREA_CODE
75121,Region
75122,REGION_CODE
75123,CONSTITUENCY
75124,CONSTITUENCY_CODE
75125,APPLICANT_NAME
75126,PRESS_SUMMARY
75127,CURRENT_AWARD
75128,APPLICANT_START_DATE
75129,CHARITABLE_STATUS
75130,ORGANISATION_TYPE
75131,CHARITY_NUMBER
75132,COMPANY_NUMBER
75133,DECISION_DATE
75134,ANNOUNCEMENT_DATE
75135,PROGRAMME_NAME
75136,FUNDER_NAME
75137,LA_AREA
75138,LA_AREA_CODE
75139,Region
75140,REGION_CODE
75141,CONSTITUENCY
75142,CONSTITUENCY_CODE
75143,Name
75144,Address1
75145,Address2
75146,Town
75147,Postcode
75148,access_notes
75149,general_notes
75150,URL
75151,E-mail
75152,Phone
75153,FAX
75154,text_phone
75155,Department Family
75156,Entity
75157,Date
75158,Expense Type
75159,Expense Area
75160,Supplier
75161,Transaction Number
75162,AP Amount (£)
75163,Department Family
75164,Entity
75165,Date
75166,Expense Type
75167,Expense Area
75168,Supplier
75169,Transaction Number
75170,AP Amount (£)
75171,Purchase invoice number
75172,Department Family
75173,Entity
75174,Date
75175,Expense Type
75176,Expense Area
75177,Supplier
75178,Transaction Number
75179,AP Amount (£)
75180,Purchase invoice number
75181,Department Family
75182,Entity
75183,Date
75184,Expense Type
75185,Expense Area
75186,Supplier
75187,Transaction Number
75188,AP Amount (£)
75189,Purchase invoice number
75190,Department Family
75191,Entity
75192,Date
75193,Expense Type
75194,Expense Area
75195,Supplier
75196,Transaction Number
75197,AP Amount (£)
75198,Purchase invoice number
75199,A3131
75200,V2
75201,V3
75202,V4
75203,V5
75204,V6
75205,V7
75206,V8
75207,V9
75208,V10
75209,Expenditure Over Threshold
75210,A3131
75211,V2
75212,V3
75213,V4
75214,V5
75215,V6
75216,V7
75217,V8
75218,V9
75219,V10
75220,Expenditure Over Threshold
75221,A3131
75222,V2
75223,V3
75224,V4
75225,V5
75226,V6
75227,V7
75228,V8
75229,V9
75230,V10
75231,Expenditure Over Threshold
75232,Department Family
75233,Entity
75234,Date
75235,Expense Type
75236,Expense Area
75237,Supplier
75238,Transaction Number
75239,AP Amount (£)
75240,VAT Registration Number
75241,Purchase invoice number
75242,A3131
75243,V2
75244,V3
75245,V4
75246,V5
75247,V6
75248,V7
75249,V8
75250,V9
75251,V10
75252,Expenditure Over Threshold
75253,Department Family
75254,Entity
75255,Date
75256,Expense Type
75257,Expense Area
75258,Supplier
75259,Transaction Number
75260,AP Amount (£)
75261,Deparment Family
75262,Entity
75263,Date
75264,Expense Type
75265,Expenses Area
75266,Supplier
75267,Transation number
75268,Total
75269,Deparment Family
75270,Entity
75271,Date
75272,Expense Type
75273,Expenses Area
75274,Supplier
75275,Transation number
75276,Total
75277,Deparment Family
75278,Entity
75279,Date
75280,Expense Type
75281,Expenses Area
75282,Supplier
75283,Transation number
75284,Total
75285,Deparment Family
75286,Entity
75287,Date
75288,Expense Type
75289,Expenses Area
