dataset,header
5304,V16
5304,Professional/Occupational Group
5304,Notes
5304,Valid?
5305,Parent Department
5305,Organisation
5305,Unit
5305,Reporting Senior Post
5305,Grade
5305,Payscale Minimum (£)
5305,Payscale Maximum (£)
5305,Generic Job Title
5305,Number of Posts in FTE
5305,Professional/Occupational Group
5306,Post Unique Reference
5306,Name
5306,Grade
5306,Job Title
5306,Job/Team Function
5306,Parent Department
5306,Organisation
5306,Unit
5306,Contact Phone
5306,Contact E-mail
5306,Reports to Senior Post
5306,Salary Cost of Reports (£)
5306,FTE
5306,Actual Pay Floor (£)
5306,Actual Pay Ceiling (£)
5306,V16
5306,Professional/Occupational Group
5306,Notes
5306,Valid?
5307,Parent Department
5307,Organisation
5307,Unit
5307,Reporting Senior Post
5307,Grade
5307,Payscale Minimum (£)
5307,Payscale Maximum (£)
5307,Generic Job Title
5307,Number of Posts in FTE
5307,Professional/Occupational Group
5308,Post Unique Reference
5308,Name
5308,Grade
5308,Job Title
5308,Job/Team Function
5308,Parent Department
5308,Organisation
5308,Unit
5308,Contact Phone
5308,Contact E-mail
5308,Reports to Senior Post
5308,Salary Cost of Reports (£)
5308,FTE
5308,Actual Pay Floor (£)
5308,Actual Pay Ceiling (£)
5308,V16
5308,Professional/Occupational Group
5308,Notes
5308,Valid?
5309,Parent Department
5309,Organisation
5309,Unit
5309,Reporting Senior Post
5309,Grade
5309,Payscale Minimum (£)
5309,Payscale Maximum (£)
5309,Generic Job Title
5309,Number of Posts in FTE
5309,Professional/Occupational Group
5310,Post Unique Reference
5310,Name
5310,Grade
5310,Job Title
5310,Job/Team Function
5310,Parent Department
5310,Organisation
5310,Unit
5310,Contact Phone
5310,Contact E-mail
5310,Reports to Senior Post
5310,Salary Cost of Reports (£)
5310,FTE
5310,Actual Pay Floor (£)
5310,Actual Pay Ceiling (£)
5310,V16
5310,Professional/Occupational Group
5310,Notes
5310,Valid?
5311,Parent Department
5311,Organisation
5311,Unit
5311,Reporting Senior Post
5311,Grade
5311,Payscale Minimum (£)
5311,Payscale Maximum (£)
5311,Generic Job Title
5311,Number of Posts in FTE
5311,Professional/Occupational Group
5312,Parent Department
5312,Organisation
5312,Unit
5312,Reporting Senior Post
5312,Grade
5312,Payscale Minimum (£)
5312,Payscale Maximum (£)
5312,Generic Job Title
5312,Number of Posts in FTE
5312,Profession
5313,Post Unique Reference
5313,Name
5313,Grade
5313,Job Title
5313,Job/Team Function
5313,Parent Department
5313,Organisation
5313,Unit
5313,Contact Phone
5313,Contact E-mail
5313,Reports to Senior Post
5313,Salary Cost of Reports (£)
5313,FTE
5313,Actual Pay Floor (£)
5313,Actual Pay Ceiling (£)
5313,V16
5313,Profession
5313,Notes
5313,Valid?
5314,Name of Special Adviser
5314,Date of Hospitality
5314,Name of Organisation
5314,Type of hospitality received
5315,Name of Special Adviser
5315,Date of Hospitality
5315,Name of Organisation
5315,Type of hospitality received
5316,Minister
5316,Date of Hospitality
5316,Name of Organisation
5316,Type of hospitality received
5317,Minister
5317,Date of Meeting 
5317,Name of External Organisation
5317,Purpose of meeting
5318,Minister
5318,Date of Meeting 
5318,Name of External Organisation
5318,Purpose of meeting
5319,Name
5319,Rank
5319,Job Title
5319,Date
5319,DETAIL
5319,Journalist/Organisation
5319,Hospitality
5320,Name
5320,Rank
5320,Job Title
5320,Date
5320,DETAIL
5320,Journalist/Organisation
5320,Hospitality
5321,Name
5321,Rank
5321,Job Title
5321,Date
5321,DETAIL
5321,Journalist/Organisation
5321,Hospitality
5322,Main Department
5322,Organisation
5322,Delegated grades only
5322,V4
5322,V5
5322,V6
5322,V7
5322,V8
5322,V9
5322,V10
5322,V11
5322,V12
5322,V13
5322,V14
5322,V15
5322,V16
5322,SCS on standard contracts (end of year NCPRP)
5322,V18
5322,V19
5322,V20
5322,V21
5322,V22
5322,V23
5322,V24
5322,Information for SCS on non-standard contracts
5322,V26
5322,Comments
5323,Main Department
5323,Organisation
5323,Annual Paybill (delegated grades for financial year 2011/12)
5323,Headcount (delegated grades as at 31 March 2012)
5323,Cost of in-year NCPRP for delegated grades only (£)
5323,Number of staff in delegated grades receiving an in-year NCPRP
5323,In-Year - Number of staff in delegated grades receiving an in-year NCPRP as a % of headcount
5323,In-Year - Value of maximum in-year NCPRP paid to a member of staff in the delegated grades only
5323,In-Year - Median NCPRP for those receiving an in-year NCPRP for delegated grades only
5323,End of Year - Cost of end of year NCPRP for delegated grades only (£s)
5323,End of Year - Number of staff in delegated grades receiving an end of year NCPRP
5323,End of Year - Delegated grade staff receiving an end of year NCPRP as a % of headcount
5323,End of Year - Value of maximum end of year NCPRP paid to a member of staff in the delegated grades only
5323,End of Year - Median NCPRP for those receiving an end of year NCPRP for delegated grades only
5323,Total Overall cost of NCPRP (in-year and end of year) for delegated grades only
5323,Total Cost of NCPRP as a % of paybill for delegated grades only (%)
5323,SCS on standard contracts (end of year NCPRP) - Annual SCS paybill for those SCS on standard contracts (for financial year 2011/12)
5323,SCS on standard contracts (end of year NCPRP) - Number of SCS on standard contracts - Headcount (as at 31 March 2012)
5323,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff (£s)
5323,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff as a % of SCS standard contract staff paybill for 2011/12 (%)
5323,SCS on standard contracts (end of year NCPRP) - Number of SCS standard contract staff receiving a NCPRP
5323,SCS on standard contracts (end of year NCPRP) - SCS standard contract staff receiving a NCPRP as a % of SCS standard contract staff headcount
5323,SCS on standard contracts (end of year NCPRP) - Value of maximum NCPRP paid to a member of SCS standard contract staff for 2011/12
5323,SCS on standard contracts (end of year NCPRP) - Median NCPRP for those SCS standard contract staff receiving a NCPRP
5323,Information for SCS on non-standard contracts - Number of SCS on non-standard contarcts - headcount (as at 31 March 2012)
5323,Information for SCS on non-standard contracts Value of maximum MCPRP paid to a member of SCS non-standard contract staff for 2011/12
5323,Comments
5324,"DIP MAIN GRANT,,,,,,,"
5325,Extending Agency
5325,Donor Project Number
5325,Project Title
5325,Project Description
5325,Nature of Submission
5325,Benefitting Country Code
5325,Benefitting Country Name
5325,Input Sector code
5325,Channel of Delivery Code
5325,Type of Flow
5325,Type of Finance
5325,Type of Aid
5325,Climate Change - Adaptation
5325,Climate Change - Mitigation
5325,FTC
5325,Posting Date
5325,Calendar Year
5325,Amount (£) Q1-3
5325,Amount (£) Q4
5325,Amount £
5326,Commitment date
5326,Extending Agency
5326,Donor Project Number
5326,Project Title
5326,Project Description
5326,Nature of Submission
5326,Benefitting Country Code
5326,Benefitting Country Name
5326,Input Sector code
5326,Channel of Delivery Code
5326,Type of Flow
5326,Type of Finance
5326,Type of Aid
5326,Climate Change - Adaptation
5326,Climate Change - Mitigation
5326,FTC
5326,Posting Date
5326,Calendar Year
5326,Amount
5326,Budget
5326,Amount Untied
5326,Amount partially untied
5326,Amount tied
5326,Type of Repayment
5326,No of Repayments per Annum
5326,Interest Rate
5326,Second Interest Rate
5326,First Repayment Date
5326,Final Repayment Date
5326,Interest Received
5326,Principal Disbursed & still outstanding
5326,Arrears of Principal inc in previous field
5326,Arrears of Interest
5326,"Future Debt service: first year, principal"
5326,"Future Debt service: first year, interest"
5327,Commitment date
5327,Extending Agency
5327,Donor Project Number
5327,Project Title
5327,Project Description
5327,Nature of Submission
5327,Benefitting Country Code
5327,Benefitting Country Name
5327,Input Sector code
5327,Channel of Delivery Code
5327,Type of Flow
5327,Type of Finance
5327,Type of Aid
5327,Climate Change - Adaptation
5327,Climate Change - Mitigation
5327,FTC
5327,Posting Date
5327,Calendar Year
5327,Amount
5328,Number
5328,Type of Report 
5328,Report title 
5328,Bibliographic Details
5328,Short Summary of Report 
5329,Customer
5329,Number of Travellers
5329,Spend less tax
5329,Ticket class description
5329,Ticket departure date
5329,Bileteral city pairs
5329,Supplier Name
5330,Main Department
5330,Organisation
5330,Annual Paybill (delegated grades for financial year 2011/12)
5330,Headcount (delegated grades as at 31 March 2012)
5330,Cost of in-year NCPRP for delegated grades only (£)
5330,Number of staff in delegated grades receiving an in-year NCPRP
5330,In-Year - Number of staff in delegated grades receiving an in-year NCPRP as a % of headcount
5330,In-Year - Value of maximum in-year NCPRP paid to a member of staff in the delegated grades only
5330,In-Year - Median NCPRP for those receiving an in-year NCPRP for delegated grades only
5330,End of Year - Cost of end of year NCPRP for delegated grades only (£s)
5330,End of Year - Number of staff in delegated grades receiving an end of year NCPRP
5330,End of Year - Delegated grade staff receiving an end of year NCPRP as a % of headcount
5330,End of Year - Value of maximum end of year NCPRP paid to a member of staff in the delegated grades only
5330,End of Year - Median NCPRP for those receiving an end of year NCPRP for delegated grades only
5330,Total Overall cost of NCPRP (in-year and end of year) for delegated grades only
5330,Total Cost of NCPRP as a % of paybill for delegated grades only (%)
5330,SCS on standard contracts (end of year NCPRP) - Annual SCS paybill for those SCS on standard contracts (for financial year 2011/12)
5330,SCS on standard contracts (end of year NCPRP) - Number of SCS on standard contracts - Headcount (as at 31 March 2012)
5330,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff (£s)
5330,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff as a % of SCS standard contract staff paybill for 2011/12 (%)
5330,SCS on standard contracts (end of year NCPRP) - Number of SCS standard contract staff receiving a NCPRP
5330,SCS on standard contracts (end of year NCPRP) - SCS standard contract staff receiving a NCPRP as a % of SCS standard contract staff headcount
5330,SCS on standard contracts (end of year NCPRP) - Value of maximum NCPRP paid to a member of SCS standard contract staff for 2011/12
5330,SCS on standard contracts (end of year NCPRP) - Median NCPRP for those SCS standard contract staff receiving a NCPRP
5330,Information for SCS on non-standard contracts - Number of SCS on non-standard contarcts - headcount (as at 31 March 2012)
5330,Information for SCS on non-standard contracts Value of maximum MCPRP paid to a member of SCS non-standard contract staff for 2011/12
5330,Comments
5331,Minister
5331,Date of Meeting 
5331,Name of External Organisation
5331,Purpose of meeting
5332,Minister
5332,Date(s) of trip
5332,Destination
5332,Purpose of trip
5332,No.32 (The Royal) Squadron'  or 'other RAF' or 'Charter' or 'Eurostar'
5332,Number of officials accompanying Ministers (where non-scheduled travel is used)
5332,Total Cost including travel and accommodation of Minister only
5333,Minister
5333,Date of Meeting 
5333,Name of External Organisation
5333,Purpose of meeting
5334,Minister
5334,Date of Hospitality
5334,Name of Organisation
5334,Type of hospitality received
5335,Minister
5335,Date(s) of trip
5335,Destination
5335,Purpose of trip
5335,No.32 (The Royal) Squadron'  or 'other RAF' or 'Charter' or 'Eurostar'
5335,Number of officials accompanying Ministers (where non-scheduled travel is used)
5335,Total Cost including travel and accommodation of Minister only
5336,Minister
5336,Date(s) of trip
5336,Destination
5336,Purpose of trip
5336,No.32 (The Royal) Squadron'  or 'other RAF' or 'Charter' or 'Eurostar'
5336,Number of officials accompanying Ministers (where non-scheduled travel is used)
5336,Total Cost including travel and accommodation of Minister only
5337,Minister
5337,Date of Hospitality
5337,Name of Organisation
5337,Type of hospitality received
5338,Minister
5338,Date(s) of trip
5338,Destination
5338,Purpose of trip
5338,No.32 (The Royal) Squadron'  or 'other RAF' or 'Charter' or 'Eurostar'
5338,Number of officials accompanying Ministers (where non-scheduled travel is used)
5338,Total Cost including travel and accommodation of Minister only
5339,Minister
5339,Date of Meeting 
5339,Name of External Organisation
5339,Purpose of meeting
5340,Minister
5340,Date of Hospitality
5340,Name of Organisation
5340,Type of hospitality received
5341,Minister
5341,Date(s) of trip
5341,Destination
5341,Purpose of trip
5341,No.32 (The Royal) Squadron'  or 'other RAF' or 'Charter' or 'Eurostar'
5341,Number of officials accompanying Ministers (where non-scheduled travel is used)
5341,Total Cost including travel and accommodation of Minister only
5342,Minister
5342,Date of Meeting 
5342,Name of External Organisation
5342,Purpose of meeting
5343,Minister
5343,Date of Hospitality
5343,Name of Organisation
5343,Type of hospitality received
5344,Minister
5344,Date(s) of trip
5344,Destination
5344,Purpose of trip
5344,No.32 (The Royal) Squadron'  or 'other RAF' or 'Charter' or 'Eurostar'
5344,Number of officials accompanying Ministers (where non-scheduled travel is used)
5344,Total Cost including travel and accommodation of Minister only
5345,Minister
5345,Date of Meeting 
5345,Name of External Organisation
5345,Purpose of meeting
5346,Minister
5346,Date of Hospitality
5346,Name of Organisation
5346,Type of hospitality received
5347,Minister
5347,Date(s) of trip
5347,Destination
5347,Purpose of trip
5347,No.32 (The Royal) Squadron'  or 'other RAF' or 'Charter' or 'Eurostar'
5347,Number of officials accompanying Ministers (where non-scheduled travel is used)
5347,Total Cost including travel and accommodation of Minister only
5348,Post Unique Reference
5348,Name
5348,Grade (or equivalent)
5348,Job Title
5348,Job/Team Function
5348,Parent Department
5348,Organisation
5348,Unit
5348,Contact Phone
5348,Contact E-mail
5348,Reports to Senior Post
5348,Salary Cost of Reports (£)
5348,FTE
5348,Actual Pay Floor (£)
5348,Actual Pay Ceiling (£)
5348,V16
5348,Professional/Occupational Group
5348,Notes
5348,Valid?
5349,Parent Department
5349,Organisation
5349,Unit
5349,Reporting Senior Post
5349,Grade
5349,Payscale Minimum (£)
5349,Payscale Maximum (£)
5349,Generic Job Title
5349,Number of Posts in FTE
5349,Professional/Occupational Group
5350,DestZoneID
5350,OrigZoneID
5350,VehicleID
5350,DailyVehicles
5351,Department Family
5351,Entity
5351,Transaction Date
5351,Expense Type
5351,Expense Area
5351,Supplier Name
5351,Transaction Number
5351,Amount
5352,Department Family
5352,Entity
5352,Transaction Date
5352,Expense Type
5352,Expense Area
5352,Supplier Name
5352,Transaction Number
5352,Amount
5352,VAT Registration Number
5353,Department Family
5353,Entity
5353,Transaction Date
5353,Expense Type
5353,Expense Area
5353,Supplier Name
5353,Transaction Number
5353,Amount
5353,VAT Registration Number
5354,Department Family
5354,Entity
5354,Transaction Date
5354,Expense Type
5354,Expense Area
5354,Supplier Name
5354,Transaction Number
5354,Amount
5354,VAT Registration Number
5355,Department Family
5355,Entity
5355,Transaction Date
5355,Expense Type
5355,Expense Area
5355,Supplier Name
5355,Transaction Number
5355,Amount
5356,Department Family
5356,Entity
5356,Transaction Date
5356,Expense Type
5356,Expense Area
5356,Supplier Name
5356,Transaction Number
5356,Amount
5356,VAT Registration Number
5357,Department Family
5357,Entity
5357,Transaction Date
5357,Expense Type
5357,Expense Area
5357,Supplier Name
5357,Transaction Number
5357,Amount
5358,Department Family
5358,Entity
5358,Transaction Date
5358,Expense Type
5358,Expense Area
5358,Supplier Name
5358,Transaction Number
5358,Amount
5359,Department Family
5359,Entity
5359,Transaction Date
5359,Expense Type
5359,Expense Area
5359,Supplier Name
5359,Transaction Number
5359,Amount
5360,Department Family
5360,Entity
5360,Transaction Date
5360,Expense Type
5360,Expense Area
5360,Supplier Name
5360,Transaction Number
5360,Amount
5361,Department Family
5361,Entity
5361,Transaction Date
5361,Expense Type
5361,Expense Area
5361,Supplier Name
5361,Transaction Number
5361, Amount (Sterling) 
5362,Department Family
5362,Entity
5362,Transaction Date
5362,Expense Type
5362,Expense Area
5362,Supplier Name
5362,Transaction Number
5362, Amount (Sterling) 
5363,Travel Date
5363,No of Passengers
5363,Class of Service
5363,Departure Airport
5363,Destination Airport
5363,Cost of Booking excluding VAT
5363,Airline
5363,Dept
5364,Department
5364,FOR
5364,INTERNATIONAL
5364,DEVELOPMENT
5365,Department
5365,FOR
5365,INTERNATIONAL
5365,DEVELOPMENT
5366,Department
5366,FOR
5366,INTERNATIONAL
5366,DEVELOPMENT
5367,Department
5367,FOR
5367,INTERNATIONAL
5367,DEVELOPMENT
5368,Department
5368,FOR
5368,INTERNATIONAL
5368,DEVELOPMENT
5369,Department
5369,FOR
5369,INTERNATIONAL
5369,DEVELOPMENT
5370,Department
5370,FOR
5370,INTERNATIONAL
5370,DEVELOPMENT
5371,Department
5371,FOR
5371,INTERNATIONAL
5371,DEVELOPMENT
5372,Department
5372,FOR
5372,INTERNATIONAL
5372,DEVELOPMENT
5373,Department
5373,FOR
5373,INTERNATIONAL
5373,DEVELOPMENT
5374,Department
5374,FOR
5374,INTERNATIONAL
5374,DEVELOPMENT
5375,Department
5375,FOR
5375,INTERNATIONAL
5375,DEVELOPMENT
5376,Main Department
5376,Organisation
5376,Annual Paybill (delegated grades for financial year 2010/11)
5376,Headcount (delegated grades as at 31 March 2011)
5376,Cost of in-year NCPRP for delegated grades only (£)
5376,Number of staff in delegated grades receiving an in-year NCPRP
5376,In-Year - Number of staff in delegated grades receiving an in-year NCPRP as a % of headcount
5376,In-Year - Value of maximum in-year NCPRP paid to a member of staff in the delegated grades only
5376,In-Year - Median NCPRP for those receiving an in-year NCPRP for delegated grades only
5376,End of Year - Cost of end of year NCPRP for delegated grades only (£s)
5376,End of Year - Number of staff in delegated grades receiving an end of year NCPRP
5376,End of Year - Delegated grade staff receiving an end of year NCPRP as a % of headcount
5376,End of Year - Value of maximum end of year NCPRP paid to a member of staff in the delegated grades only
5376,End of Year - Median NCPRP for those receiving an end of year NCPRP for delegated grades only
5376,Total Overall cost of NCPRP (in-year and end of year) for delegated grades only
5376,Total Cost of NCPRP as a % of paybill for delegated grades only (%)
5376,SCS on standard contracts (end of year NCPRP) - Annual SCS paybill for those SCS on standard contracts (for financial year 2010/11)
5376,SCS on standard contracts (end of year NCPRP) - Number of SCS on standard contracts - Headcount (as at 31 March 2011)
5376,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff (£s)
5376,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff as a % of SCS standard contract staff paybill for 2010/11 (%)
5376,SCS on standard contracts (end of year NCPRP) - Number of SCS standard contract staff receiving a NCPRP
5376,SCS on standard contracts (end of year NCPRP) - SCS standard contract staff receiving a NCPRP as a % of SCS standard contract staff headcount
5376,SCS on standard contracts (end of year NCPRP) - Value of maximum NCPRP paid to a member of SCS standard contract staff in 2010/11
5376,SCS on standard contracts (end of year NCPRP) - Median NCPRP for those SCS standard contract staff receiving a NCPRP
5376,Information for SCS on non-standard contracts - Number of SCS on non-standard contarcts - headcount (as at 31 March 2011)
5376,Information for SCS on non-standard contracts Value of maximum MCPRP paid to a member of SCS non-standard contract staff
5376,Comments
5377,Main Department
5377,Organisation
5377,Annual Paybill (delegated grades for financial year 2011/12)
5377,Headcount (delegated grades as at 31 March 2012)
5377,Cost of in-year NCPRP for delegated grades only (£)
5377,Number of staff in delegated grades receiving an in-year NCPRP
5377,In-Year - Number of staff in delegated grades receiving an in-year NCPRP as a % of headcount
5377,In-Year - Value of maximum in-year NCPRP paid to a member of staff in the delegated grades only
5377,In-Year - Median NCPRP for those receiving an in-year NCPRP for delegated grades only
5377,End of Year - Cost of end of year NCPRP for delegated grades only (£s)
5377,End of Year - Number of staff in delegated grades receiving an end of year NCPRP
5377,End of Year - Delegated grade staff receiving an end of year NCPRP as a % of headcount
5377,End of Year - Value of maximum end of year NCPRP paid to a member of staff in the delegated grades only
5377,End of Year - Median NCPRP for those receiving an end of year NCPRP for delegated grades only
5377,Total Overall cost of NCPRP (in-year and end of year) for delegated grades only
5377,Total Cost of NCPRP as a % of paybill for delegated grades only (%)
5377,SCS on standard contracts (end of year NCPRP) - Annual SCS paybill for those SCS on standard contracts (for financial year 2011/12)
5377,SCS on standard contracts (end of year NCPRP) - Number of SCS on standard contracts - Headcount (as at 31 March 2012)
5377,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff (£s)
5377,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff as a % of SCS standard contract staff paybill for 2011/12 (%)
5377,SCS on standard contracts (end of year NCPRP) - Number of SCS standard contract staff receiving a NCPRP
5377,SCS on standard contracts (end of year NCPRP) - SCS standard contract staff receiving a NCPRP as a % of SCS standard contract staff headcount
5377,SCS on standard contracts (end of year NCPRP) - Value of maximum NCPRP paid to a member of SCS standard contract staff for 2011/12
5377,SCS on standard contracts (end of year NCPRP) - Median NCPRP for those SCS standard contract staff receiving a NCPRP
5377,Information for SCS on non-standard contracts - Number of SCS on non-standard contarcts - headcount (as at 31 March 2012)
5377,Information for SCS on non-standard contracts Value of maximum MCPRP paid to a member of SCS non-standard contract staff for 2011/12
5377,Comments
5378,Parent Department
5378,Organisation
5378,Unit
5378,Reporting Senior Post
5378,Grade
5378,Payscale Minimum (£)
5378,Payscale Maximum (£)
5378,Generic Job Title
5378,Number of Posts in FTE
5378,Profession
5379,Post Unique Reference
5379,Name
5379,Grade
5379,Job Title
5379,Job/Team Function
5379,Parent Department
5379,Organisation
5379,Unit
5379,Contact Phone
5379,Contact E-mail
5379,Reports to Senior Post
5379,Salary Cost of Reports (£)
5379,FTE
5379,Actual Pay Floor (£)
5379,Actual Pay Ceiling (£)
5379,Total Pay (£)
5379,Profession
5379,Notes
5379,Valid?
5380,Parent Department
5380,Organisation
5380,Unit
5380,Reporting Senior Post
5380,Grade
5380,Payscale Minimum (£)
5380,Payscale Maximum (£)
5380,Generic Job Title
5380,Number of Posts in FTE
5380,Professional/Occupational Group
5381,Post Unique Reference
5381,Name
5381,Grade
5381,Job Title
5381,Job/Team Function
5381,Parent Department
5381,Organisation
5381,Unit
5381,Contact Phone
5381,Contact E-mail
5381,Reports to Senior Post
5381,Salary Cost of Reports (£)
5381,FTE
5381,Actual Pay Floor (£)
5381,Actual Pay Ceiling (£)
5381,V16
5381,Professional/Occupational Group
5381,Notes
5381,Valid?
5382,Department Family
5382,Entity
5382,Date
5382,Expense Type
5382,Expense Area
5382,Supplier
5382,Transaction Number
5382,Amount
5382,Description
5382,Supplier Postcode
5382,Supplier Type
5382,Contract Number
5382,Project Code
5382,Expenditure Type
5383,Department Family
5383,Entity
5383,Date
5383,Expense Type
5383,Expense Area
5383,Supplier
5383,Transaction Number
5383,Amount
5384,Department Family
5384,Entity
5384,Date
5384,Expense Type
5384,Expense Area
5384,Supplier
5384,Transaction Number
5384,Amount
5384,Description
5384,Supplier Postcode
5384,Supplier Type
5384,Contract Number
5384,Project Code
5384,Expenditure Type
5385,Department
5385,Entity
5385,Date
5385,Expense Type
5385,Expense Area
5385,Supplier Name
5385,Transaction Number
5385,Amount
5385,Description
5385,Supplier Postcode
5385,Supplier Type
5385,Contract Number
5385,Project Number
5385,Expenditure Type
5386,Parent Department
5386,Organisation
5386,Unit
5386,Reporting Senior Post
5386,Grade
5386,Payscale Minimum (£)
5386,Payscale Maximum (£)
5386,Generic Job Title
5386,Number of Posts in FTE
5386,Professional/Occupational Group
5387,Post Unique Reference
5387,Name
5387,Grade (or equivalent)
5387,Job Title
5387,Job/Team Function
5387,Parent Department
5387,Organisation
5387,Unit
5387,Contact Phone
5387,Contact E-mail
5387,Reports to Senior Post
5387,Salary Cost of Reports (£)
5387,FTE
5387,Actual Pay Floor (£)
5387,Actual Pay Ceiling (£)
5387,V16
5387,Professional/Occupational Group
5387,Notes
5387,Valid?
5388,Parent Department
5388,Organisation
5388,Unit
5388,Reporting Senior Post
5388,Grade
5388,Payscale Minimum (£)
5388,Payscale Maximum (£)
5388,Generic Job Title
5388,Number of Posts in FTE
5388,Professional/Occupational Group
5389,Post Unique Reference
5389,Name
5389,Grade (or equivalent)
5389,Job Title
5389,Job/Team Function
5389,Parent Department
5389,Organisation
5389,Unit
5389,Contact Phone
5389,Contact E-mail
5389,Reports to Senior Post
5389,Salary Cost of Reports (£)
5389,FTE
5389,Actual Pay Floor (£)
5389,Actual Pay Ceiling (£)
5389,V16
5389,Professional/Occupational Group
5389,Notes
5389,Valid?
5390,Department Family
5390,Entity
5390,Pay date
5390,Expense Type
5390,Expense Area
5390,Supplier
5390,TransNo
5390,Amount
5391,Department Family
5391,Entity
5391,Pay date
5391,Expense Type
5391,Expense Area
5391,Supplier
5391,TransNo
5391,Amount
5392,Department Family
5392,Entity
5392,Date
5392,Expense Type
5392,Expense Area
5392,Supplier
5392,Transaction No
5392,Amount
5393,Department Family
5393,Entity
5393,Date
5393,Expense Type
5393,Expense Area
5393,Supplier
5393,Transaction No
5393,Amount
5394,Department Family
5394,Entity
5394,Date
5394,Expense Type
5394,Expense Area
5394,Supplier
5394,Transaction No
5394,Amount
5395,Department Family
5395,Entity
5395,Invoice Paid Date
5395,Expense Type
5395,Expense Area
5395,Supplier Name
5395,Transaction Number
5395,Amount
5395,Description
5396,Department Family
5396,Entity
5396,Date
5396,Expense Type
5396,Expense Area
5396,Supplier Name
5396,Transaction Number
5396,Amount
5396,Description
5397,Department Family
5397,Entity
5397,Date
5397,Expense Type
5397,Expense Area
5397,Supplier
5397,Transaction Number
5397,Amount
5397,Invoice Description
5397,"Description ( Please populate using the Invoice Description: Please rememebr no acroynms, abbreviations or PO numbers)"
5397,Supplier Postcode
5397,Supplier Type
5397,Contract Number
5397,Project Code
5397,Expenditure Type
5397,VAT Registration Number
5398,Department Family
5398,Enity
5398,Date
5398,Expenses Type
5398,Expense Area
5398,Supplier
5398,Transaction Number
5398,Amount
5398,Description
5398,Supplier Postcode
5398,Supplier Type
5398,Contract Number
5398,Project Code
5398,Expenditurte Type
5398,VAT Registration Number
5399,Department
5399,Entity
5399,ACCOUNTING_DATE
5399,EXPENSE_TYPE
5399,EXPENSE_AREA
5399,Supplier
5399,TRANSACTION_NUM
5399,Amount
5399,Description
5399,Postcode
5399,SUPPLIER_TYPE
5399,CONTRACT_NUMBER
5399,PROJECT_CODE
5399,EXPENDITURE_TYPE
5399,VAT_REGISTRATION_NUM
5400,Department
5400,Entity
5400,ACCOUNTING_DATE
5400,EXPENSE_TYPE
5400,EXPENSE_AREA
5400,Supplier
5400,TRANSACTION_NUM
5400,Amount
5400,Description
5400,Postcode
5400,SUPPLIER_TYPE
5400,CONTRACT_NUMBER
5400,PROJECT_CODE
5400,EXPENDITURE_TYPE
5400,VAT_REGISTRATION_NUM
5401,Department
5401,Entity
5401,ACCOUNTING_DATE
5401,EXPENSE_TYPE
5401,SUPPLIER_OBS_TYPE
5401,EXPENSE_AREA
5401,Supplier
5401,TRANSACTION_NUM
5401,Amount
5401,Description
5401,Postcode
5401,SUPPLIER_TYPE
5401,CONTRACT_NUMBER
5401,PROJECT_CODE
5401,EXPENDITURE_TYPE
5401,VAT_REGISTRATION_NUM
5402,Department
5402,Entity
5402,ACCOUNTING_DATE
5402,EXPENSE_TYPE
5402,SUPPLIER_OBS_TYPE
5402,EXPENSE_AREA
5402,Supplier
5402,TRANSACTION_NUM
5402,Amount
5402,Description
5402,Postcode
5402,SUPPLIER_TYPE
5402,CONTRACT_NUMBER
5402,PROJECT_CODE
5402,EXPENDITURE_TYPE
5402,VAT_REGISTRATION_NUM
5403,Department
5403,Entity
5403,ACCOUNTING_DATE
5403,EXPENSE_TYPE
5403,SUPPLIER_OBS_TYPE
5403,EXPENSE_AREA
5403,Supplier
5403,TRANSACTION_NUM
5403,Amount
5403,DESCRIPTION (NO PO number )
5403,Postcode
5403,SUPPLIER_TYPE
5403,CONTRACT_NUMBER
5403,PROJECT_CODE
5403,EXPENDITURE_TYPE
5403,VAT_REGISTRATION_NUM
5404,Department Family
5404,Entity
5404,Date
5404,Expense Type
5404,Expense Area
5404,Supplier
5404,Transaction Number
5404,Amount
5404,Description
5404,Supplier Postcode
5404,Supplier Type
5404,Contract Number
5404,Project Code
5404,Expenditure Type
5405,Department
5405,Entity
5405,Date
5405,Expense Type
5405,Expense Area
5405,Supplier
5405,Transaction Number
5405,Amount
5405,Description
5405,Supplier Postcode
5405,Supplier Type
5405,Contract Number
5405,Project Code
5405,Expenditure Type
5405,VAT Registration Number
5406,Department Family
5406,Entity
5406,Date
5406,Account code description
5406,Expense Area
5406,Supplier
5406,Transaction Number
5406,Amount
5406,VAT Registration Number
5407,Department Family
5407,Entity
5407,Date
5407,Account code description
5407,Expense Area
5407,Supplier
5407,Transaction Number
5407,Amount
5407,VAT Registration Number
