date.s..conducted,polling.organisation.client,sample.size,cons,lab,lib.dem,ukip,others,lead,sortdate,year
12-13 May,YouGov/The Sun,1748,31,38,10,14,7,7,13/05/2013,2013
11-13 May,Ipsos-MORI/Evening Standard,1009,31,34,10,13,13,3,13/05/2013,2013
13-14 May,YouGov/The Sun,1900,30,40,10,15,5,10,14/05/2013,2013
14-15 May,YouGov/The Sun,1886,30,40,10,14,6,10,15/05/2013,2013
15-16 May,ComRes/Sunday Mirror/Independent,2017,29,35,8,19,9,6,16/05/2013,2013
15-16 May,YouGov/The Sun,1774,31,39,9,15,6,8,16/05/2013,2013
14-16 May,Opinium/Observer,1955,27,37,7,20,9,10,16/05/2013,2013
14-16 May,TNS BMRB,1264,28,37,7,18,10,9,16/05/2013,2013
16-17 May,YouGov/Sunday Times,1809,29,40,9,14,8,11,17/05/2013,2013
17-18 May,Survation/Mail on Sunday,1000,24,35,11,22,8,11,18/05/2013,2013
19-20 May,YouGov/The Sun,1770,31,39,10,14,6,8,20/05/2013,2013
20-21 May,YouGov/The Sun,1914,27,38,10,16,9,11,21/05/2013,2013
21-22 May,YouGov/The Sun,1810,29,39,11,16,5,10,22/05/2013,2013
22-23 May,YouGov/The Sun,1671,29,42,11,13,5,13,23/05/2013,2013
24-May,Survation/Mail on Sunday,1121,24,35,10,22,9,11,24/05/2013,2013
23-24 May,YouGov/Sunday Times,1839,30,40,10,14,6,10,24/05/2013,2013
22-24 May,ComRes/Open Europe,2003,26,37,9,20,8,11,24/05/2013,2013
24-26 May,ComRes/Independent,1000,30,34,10,17,9,4,26/05/2013,2013
27-28 May,YouGov/The Sun,1995,29,39,10,15,7,10,28/05/2013,2013
28-29 May,YouGov/The Sun,1915,30,37,11,14,8,7,29/05/2013,2013
17-29 May,Lord Ashcroft,20062,27,38,9,18,8,11,29/05/2013,2013
30-May,Survation/Sun on Sunday,1007,25,36,10,20,9,11,30/05/2013,2013
29-30 May,YouGov/The Sun,1928,30,38,11,14,7,8,30/05/2013,2013
30-31 May,YouGov/Sunday Times,1879,30,39,10,15,6,9,31/05/2013,2013
28-31 May,Opinium/Observer,1948,26,37,6,21,10,11,31/05/2013,2013
31 May - 2 Jun,Lord Ashcroft,1007,27,37,9,15,12,10,02/06/2013,2013
03-Jun,YouGov/The Sun,1387,31,38,10,16,5,7,03/06/2013,2013
30 May - 3 Jun,TNS BMRB,1190,24,37,10,19,10,13,03/06/2013,2013
3-4 Jun,YouGov/The Sun,1974,30,40,10,14,7,10,04/06/2013,2013
4-5 Jun,YouGov/The Sun,1939,30,39,10,14,7,9,05/06/2013,2013
5-6 Jun,YouGov/The Sun,1905,32,39,10,13,6,7,06/06/2013,2013
6-7 Jun,YouGov/Sunday Times,1836,30,40,9,14,6,10,07/06/2013,2013
7-9 Jun,ICM/The Guardian,1002,29,36,12,12,10,7,09/06/2013,2013
9-10 Jun,YouGov/The Sun,1689,28,39,11,15,7,11,10/06/2013,2013
8-10 Jun,Ipsos-MORI/Evening Standard,1023,31,35,10,12,12,4,10/06/2013,2013
6-10 Jun,TNS BMRB,1208,27,36,8,19,10,9,10/06/2013,2013
10-11 Jun,YouGov/The Sun,1874,30,38,9,16,7,8,11/06/2013,2013
11-12 Jun,YouGov/The Sun,1926,30,38,11,12,8,8,12/06/2013,2013
12-13 Jun,ComRes/Sunday Mirror/Independent,2041,26,35,10,19,10,9,13/06/2013,2013
12-13 Jun,YouGov/The Sun,1861,32,39,10,12,7,7,13/06/2013,2013
13-14 Jun,YouGov/Sunday Times,1897,30,39,10,14,7,9,14/06/2013,2013
12-14 Jun,Opinium/Observer,1942,27,36,7,20,11,9,14/06/2013,2013
16-17 Jun,YouGov/The Sun,1705,31,40,10,13,7,9,17/06/2013,2013
17-18 Jun,YouGov/The Sun,1921,31,38,10,12,8,7,18/06/2013,2013
18-19 Jun,YouGov/The Sun,1847,32,38,10,13,6,6,19/06/2013,2013
19-20 Jun,YouGov/The Sun,1872,31,39,11,14,5,8,20/06/2013,2013
20-21 Jun,YouGov/Sunday Times,1916,31,39,10,13,7,8,21/06/2013,2013
21-23 Jun,ComRes/Independent,1000,30,36,10,14,9,6,23/06/2013,2013
23-24 Jun,YouGov/The Sun,1694,32,39,9,12,7,7,24/06/2013,2013
24-25 Jun,YouGov/The Sun,1860,32,40,11,11,6,8,25/06/2013,2013
25-26 Jun,YouGov/The Sun,1915,31,42,11,10,7,11,26/06/2013,2013
26-27 Jun,YouGov/The Sun,1920,33,39,10,13,5,6,27/06/2013,2013
27-28 Jun,YouGov/The Sunday Times,1967,33,38,11,11,7,5,28/06/2013,2013
25-28 Jun,Opinium/Observer,1954,27,37,7,19,10,10,28/06/2013,2013
30 Jun - 1 Jul,YouGov/The Sun,1620,33,38,8,12,8,5,01/07/2013,2013
1-2 Jul,YouGov/The Sun,1967,32,40,9,12,7,8,02/07/2013,2013
03-Jul,Survation/Mirror,1085,23,36,10,22,9,13,03/07/2013,2013
2-3 Jul,YouGov/The Sun,1923,32,40,9,13,6,8,03/07/2013,2013
3-4 Jul,YouGov/The Sun,1792,31,39,11,12,7,8,04/07/2013,2013
4-5 Jul,YouGov/Sunday Times,1660,33,39,11,12,6,6,05/07/2013,2013
7-8 Jul,YouGov/The Sun,1938,34,40,10,10,6,6,08/07/2013,2013
8-9 Jul,YouGov/The Sun,1938,31,39,10,13,7,8,09/07/2013,2013
9-10 Jul,YouGov/The Sun,1955,32,37,11,12,7,5,10/07/2013,2013
10-11 Jul,ComRes/Sunday Mirror/Independent,2021,28,36,8,18,10,8,11/07/2013,2013
11-12 Jul,YouGov/Sunday Times,1857,30,41,10,13,6,11,12/07/2013,2013
11-12 Jul,Survation/Mail on Sunday,1006,28,36,9,20,7,8,12/07/2013,2013
10-12 Jul,Opinium/Observer,1951,27,38,6,19,10,11,12/07/2013,2013
12-14 Jul,ICM/The Guardian,1003,36,36,13,7,8,0,14/07/2013,2013
12-14 Jul,Populus,2044,31,38,13,10,8,7,14/07/2013,2013
14-15 Jul,YouGov/The Sun,1701,31,40,11,11,8,9,15/07/2013,2013
15-16 Jul,YouGov/The Sun,1965,32,38,10,12,7,6,16/07/2013,2013
16-17 Jul,YouGov/The Sun,1874,31,37,12,13,8,6,17/07/2013,2013
17-18 Jul,YouGov/The Sun,1866,33,38,11,11,7,5,18/07/2013,2013
17-18 Jul,Populus,2004,31,39,12,10,7,8,18/07/2013,2013
18-19 Jul,YouGov/Sunday Times,1877,32,39,10,11,7,7,19/07/2013,2013
19-21 Jul,Populus,2049,32,39,12,9,8,7,21/07/2013,2013
21-22 Jul,YouGov/The Sun,1710,35,38,11,10,6,3,22/07/2013,2013
18-22 Jul,TNS BMRB,1232,28,38,9,16,9,10,22/07/2013,2013
22-23 Jul,YouGov/The Sun,1968,32,39,11,12,6,7,23/07/2013,2013
23-24 Jul,YouGov/The Sun,1926,35,39,8,11,7,4,24/07/2013,2013
24-25 Jul,Populus,2005,32,39,11,10,8,7,25/07/2013,2013
24-25 Jul,YouGov/The Sun,1817,32,38,11,11,7,6,25/07/2013,2013
25-26 Jul,YouGov/Sunday Times,1857,33,39,10,11,7,6,26/07/2013,2013
23-26 Jul,Opinium/Observer,1935,28,39,8,16,9,11,26/07/2013,2013
25-27 Jul,ComRes/Independent,1001,34,37,10,12,8,3,27/07/2013,2013
26-28 Jul,Populus,2049,34,39,11,8,8,5,28/07/2013,2013
28-29 Jul,YouGov/The Sun,1751,33,40,10,12,5,7,29/07/2013,2013
29-30 Jul,YouGov/The Sun,1869,34,40,11,10,6,6,30/07/2013,2013
30-31 Jul,YouGov/The Sun,1869,33,38,10,14,5,5,31/07/2013,2013
31 Jul - 1 Aug,Populus,2027,29,40,11,12,8,11,01/08/2013,2013
31 Jul - 1 Aug,YouGov/The Sun,1995,34,40,10,11,5,6,01/08/2013,2013
02-Aug,Survation/Mail on Sunday,1001,28,36,11,18,7,8,02/08/2013,2013
1-2 Aug,YouGov/Sunday Times,1952,32,38,10,13,7,6,02/08/2013,2013
2-4 Aug,Populus,2006,33,38,12,9,8,5,04/08/2013,2013
4-5 Aug,YouGov/The Sun,1684,34,38,11,12,6,4,05/08/2013,2013
5-6 Aug,YouGov/The Sun,1979,32,39,10,11,7,7,06/08/2013,2013
6-7 Aug,YouGov/The Sun,1884,31,39,11,11,8,8,07/08/2013,2013
7-8 Aug,YouGov/The Sun,1735,34,38,9,12,7,4,08/08/2013,2013
6-8 Aug,Opinium/Observer,1945,29,36,9,17,9,7,08/08/2013,2013
8-9 Aug,YouGov/Sunday Times,1834,33,41,9,10,7,8,09/08/2013,2013
9-11 Aug,ICM/The Guardian,1001,32,35,14,10,9,3,11/08/2013,2013
9-11 Aug,Populus,2014,33,39,12,10,6,6,11/08/2013,2013
11-12 Aug,YouGov/The Sun,1660,33,40,8,13,7,7,12/08/2013,2013
10-12 Aug,Ipsos-MORI/Evening Standard,1007,30,40,10,11,9,10,12/08/2013,2013
12-13 Aug,YouGov/The Sun,1960,35,38,10,11,6,3,13/08/2013,2013
13-14 Aug,YouGov/The Sun,1914,32,38,11,13,6,6,14/08/2013,2013
14-15 Aug,Populus,2050,36,39,10,8,7,3,15/08/2013,2013
14-15 Aug,YouGov/The Sun,1865,34,39,9,11,7,5,15/08/2013,2013
14-15 Aug,ComRes/Sunday Mirror/Independent,2001,28,37,8,19,8,9,15/08/2013,2013
15-16 Aug,YouGov/Sunday Times,1866,32,38,10,13,7,6,16/08/2013,2013
16-18 Aug,Populus,2034,32,38,12,11,7,6,18/08/2013,2013
18-19 Aug,YouGov/The Sun,1729,31,38,10,14,7,7,19/08/2013,2013
19-20 Aug,YouGov/The Sun,1940,32,39,10,12,7,7,20/08/2013,2013
20-21 Aug,YouGov/The Sun,1858,34,37,9,13,7,3,21/08/2013,2013
21-22 Aug,Populus,2050,30,38,12,12,8,8,22/08/2013,2013
21-22 Aug,YouGov/The Sun,1871,32,39,11,10,8,7,22/08/2013,2013
22-23 Aug,YouGov/Sunday Times,1949,32,38,10,13,7,6,23/08/2013,2013
20-23 Aug,Opinium/Observer,1947,29,36,8,18,9,7,23/08/2013,2013
23-26 Aug,Populus,2044,33,37,13,10,7,4,26/08/2013,2013
26-27 Aug,YouGov/The Sun,1991,34,39,8,12,7,5,27/08/2013,2013
27-28 Aug,YouGov/The Sun,1886,34,37,11,12,6,3,28/08/2013,2013
28-29 Aug,Populus,2041,33,39,12,9,7,6,29/08/2013,2013
28-29 Aug,YouGov/The Sun,1954,33,37,10,12,8,4,29/08/2013,2013
30-Aug,Survation/Mail on Sunday,1002,29,37,11,17,7,8,30/08/2013,2013
30-31 Aug,YouGov/Sunday Times,1822,31,41,9,13,6,10,31/08/2013,2013
30 Aug - 1 Sep,Lord Ashcroft,1005,30,35,11,14,10,5,01/09/2013,2013
30 Aug - 1 Sep,ComRes/Independent,2000,31,37,12,10,10,6,01/09/2013,2013
30 Aug - 1 Sep,Populus,2020,34,38,12,8,7,4,01/09/2013,2013
1-2 Sep,YouGov/The Sun,1717,33,40,9,12,6,7,02/09/2013,2013
29 Aug - 2 Sep,TNS BMRB,1230,28,39,11,13,10,11,02/09/2013,2013
2-3 Sep,YouGov/The Sun,1978,33,37,9,13,8,4,03/09/2013,2013
3-4 Sep,YouGov/The Sun,1930,33,39,10,12,6,6,04/09/2013,2013
4-5 Sep,Populus,2036,33,37,14,8,7,4,05/09/2013,2013
4-5 Sep,YouGov/The Sun,1891,31,38,10,13,8,7,05/09/2013,2013
5-6 Sep,YouGov/Sunday Times,1916,34,38,9,12,7,4,06/09/2013,2013
3-6 Sep,Opinium/Observer,1942,30,35,7,17,11,5,06/09/2013,2013
6-8 Sep,Populus,2025,34,37,13,9,7,3,08/09/2013,2013
8-9 Sep,YouGov/The Sun,1615,33,38,8,14,7,5,09/09/2013,2013
7-9 Sep,Ipsos-MORI/Evening Standard,1000,34,37,10,11,8,3,09/09/2013,2013
9-10 Sep,YouGov/The Sun,1579,33,39,9,11,8,6,10/09/2013,2013
10-11 Sep,YouGov/The Sun,1719,32,39,10,12,7,7,11/09/2013,2013
11-12 Sep,Populus,2018,34,41,10,7,8,7,12/09/2013,2013
11-12 Sep,YouGov/The Sun,1819,34,38,8,13,7,4,12/09/2013,2013
12-13 Sep,YouGov/Sunday Times,1903,33,38,9,12,8,5,13/09/2013,2013
13-15 Sep,ICM/The Guardian,1000,32,36,14,9,9,4,15/09/2013,2013
13-15 Sep,Populus,2053,33,40,11,9,7,7,15/09/2013,2013
15-16 Sep,YouGov/The Sun,1636,34,37,10,12,7,3,16/09/2013,2013
12-16 Sep,TNS BMRB,1224,29,39,9,14,9,10,16/09/2013,2013
16-17 Sep,YouGov/The Sun,1792,33,37,9,13,7,4,17/09/2013,2013
17-18 Sep,YouGov/The Sun,1853,36,36,10,12,7,0,18/09/2013,2013
18-19 Sep,Populus,2043,33,39,11,9,8,6,19/09/2013,2013
18-19 Sep,ComRes/Sunday Mirror/Independent,2003,28,36,10,17,9,8,19/09/2013,2013
18-19 Sep,YouGov/The Sun,1878,34,35,11,11,8,1,19/09/2013,2013
19-20 Sep,YouGov/Sunday Times,1956,33,37,11,11,7,4,20/09/2013,2013
17-20 Sep,Opinium/Observer,1929,29,36,7,17,11,7,20/09/2013,2013
20-22 Sep,Populus,2036,33,39,14,9,5,6,22/09/2013,2013
22-23 Sep,YouGov/The Sun,1763,32,40,10,12,6,8,23/09/2013,2013
23-24 Sep,YouGov/The Sun,1905,34,39,10,10,6,5,24/09/2013,2013
24-25 Sep,YouGov/The Sun,1919,32,41,8,11,8,9,25/09/2013,2013
25-26 Sep,Populus,2015,34,37,12,9,8,3,26/09/2013,2013
25-26 Sep,YouGov/The Sun,1856,33,40,9,11,7,7,26/09/2013,2013
26-27 Sep,YouGov/Sunday Times,1895,31,42,9,13,6,11,27/09/2013,2013
27-29 Sep,ComRes/Independent,1001,33,37,11,11,8,4,29/09/2013,2013
27-29 Sep,Populus,2006,36,39,11,7,7,3,29/09/2013,2013
29-30 Sep,YouGov/The Sun,1717,33,39,11,13,5,6,30/09/2013,2013
30 Sep - 1 Oct,YouGov/The Sun,1914,31,41,8,12,7,10,01/10/2013,2013
1-2 Oct,YouGov/The Sun,1765,34,40,9,10,7,6,02/10/2013,2013
2-3 Oct,Populus,2014,33,38,11,10,8,5,03/10/2013,2013
2-3 Oct,YouGov/The Sun,1883,35,38,9,10,8,3,03/10/2013,2013
3-4 Oct,YouGov/Sunday Times,1985,33,38,11,13,5,5,04/10/2013,2013
1-4 Oct,Opinium/Observer,1948,31,36,7,15,11,5,04/10/2013,2013
4-6 Oct,Populus,2050,33,40,10,10,7,7,06/10/2013,2013
6-7 Oct,YouGov/The Sun,1655,35,39,9,10,7,4,07/10/2013,2013
7-8 Oct,YouGov/The Sun,1879,33,39,10,10,7,6,08/10/2013,2013
8-9 Oct,YouGov/The Sun,1907,32,38,11,13,6,6,09/10/2013,2013
9-10 Oct,Populus,2013,34,39,12,8,7,5,10/10/2013,2013
9-10 Oct,YouGov/The Sun,1859,33,40,10,11,6,7,10/10/2013,2013
11-Oct,Survation/Mail on Sunday,1017,27,37,11,18,7,10,11/10/2013,2013
10-11 Oct,YouGov/Sunday Times,1773,34,39,9,11,7,5,11/10/2013,2013
11-13 Oct,Populus,2042,34,39,12,8,7,5,13/10/2013,2013
11-13 Oct,ICM/The Guardian,1004,34,38,12,8,8,4,13/10/2013,2013
13-14 Oct,YouGov/The Sun,1857,37,38,10,10,6,1,14/10/2013,2013
10-14 Oct,TNS BMRB,1207,34,36,9,13,8,2,14/10/2013,2013
14-15 Oct,YouGov/The Sun,1805,34,39,9,11,7,5,15/10/2013,2013
12-15 Oct,Ipsos-MORI/Evening Standard,1004,35,35,9,10,11,0,15/10/2013,2013
15-16 Oct,YouGov/The Sun,1914,35,39,8,12,6,4,16/10/2013,2013
16-17 Oct,Populus,2043,33,39,12,9,7,6,17/10/2013,2013
16-17 Oct,YouGov/The Sun,1885,34,40,9,11,6,6,17/10/2013,2013
17-18 Oct,YouGov/Sunday Times,2311,33,39,10,11,7,6,18/10/2013,2013
16-18 Oct,ComRes/Sunday Mirror/Independent,2001,32,35,9,16,8,3,18/10/2013,2013
15-18 Oct,Opinium/Observer,1936,27,38,9,17,11,11,18/10/2013,2013
18-19 Oct,Populus,2018,34,37,14,8,7,3,19/10/2013,2013
20-21 Oct,YouGov/The Sun,1735,33,38,9,13,7,5,21/10/2013,2013
18-21 Oct,Survation/Free Speech Network,1004,29,37,10,16,7,8,21/10/2013,2013
21-22 Oct,YouGov/The Sun,2089,32,40,10,13,5,8,22/10/2013,2013
22-23 Oct,YouGov/The Sun,1895,32,39,9,11,9,7,23/10/2013,2013
23-24 Oct,Populus,2011,34,39,11,10,6,5,24/10/2013,2013
23-24 Oct,YouGov/The Sun,1677,32,38,10,13,7,6,24/10/2013,2013
25-Oct,Survation/Mail on Sunday,1000,29,35,12,17,7,6,25/10/2013,2013
24-25 Oct,YouGov/Sunday Times,1913,33,39,9,12,7,6,25/10/2013,2013
25-27 Oct,Populus,2065,33,38,12,9,8,5,27/10/2013,2013
